##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"02 - Judiciária";"03 - Essencial à Justiça";"04 - Administração";"05 - Defesa Nacional";"06 - Segurança Pública";"07 - Relações Exteriores";"08 - Assistência Social";"09 - Previdência Social";"10 - Saúde";"11 - Trabalho";"12 - Educação";"13 - Cultura";"14 - Direitos da Cidadania";"15 - Urbanismo";"16 - Habitação";"17 - Saneamento";"18 - Gestão Ambiental";"19 - Ciência e Tecnologia";"20 - Agricultura";"21 - Organização Agrária";"22 - Indústria";"23 - Comércio e Serviços";"24 - Comunicações";"25 - Energia";"26 - Transporte";"27 - Desporto e Lazer";"28 - Encargos Especiais";"Despesas (Exceto Intraorçamentárias)";"Despesas (Intraorçamentárias)";lof_relativo_med
Prefeitura Municipal de Rio Verde - GO; 5218805; GO; 202221; 2.14% / 17468581.25 / 8375642.83; 0.91% / 4151829.21 / 287884.09; 0.06% / 0 / 243891.71; 1.05% / 46845677.27 / 42386029.74; 0.00% / 0 / 2746.50; 0.30% / 879177.42 / 2152734.62; 0.00% / 0 / 0.00; 1.79% / 17355770.69 / 9752090.38; 1.40% / 21848531.88 / 15883645.36; 5.74% / 121120583.20 / 96683844.13; 0.74% / 3390119.55 / 228488.64; 20.14% / 190690079.53 / 104939984.57; 0.08% / 1714451.02 / 2048005.65; 0.04% / 303954.68 / 146651.82; 11.45% / 84035032.14 / 35269606.41; 0.15% / 1417886.14 / 783501.98; 1.81% / 0 / 7708635.43; 0.33% / 119671.85 / 1536281.96; 0.67% / 2847293.60 / 239.50; 0.27% / 2954900.30 / 1807323.27; 0.00% / 0 / 0.00; 0.01% / 94520.00 / 49898.51; 0.14% / 19748.32 / 606499.49; 0.01% / 0 / 22768.72; 0.19% / 0 / 829038.22; 1.73% / 9479771.13 / 2123249.03; 0.93% / 6005122.22 / 2030944.35; 1.23% / 3165704.64 / 8419389.71; 44.99% / 535908406.04 / 344319016.61; 1.72% / 0 / 7324989.97; 1.85
Prefeitura Municipal de Cabo Frio - RJ; 3300704; RJ; 204486; 0.51% / 14035230.97 / 8375642.83; 0.03% / 0 / 287884.09; 0.64% / 7403630.25 / 243891.71; 12.50% / 182296141.12 / 42386029.74; 0.00% / 0 / 2746.50; 0.19% / 13064.04 / 2152734.62; 0.00% / 0 / 0.00; 0.07% / 10564708.85 / 9752090.38; 2.39% / 42651645.42 / 15883645.36; 12.09% / 232013961.88 / 96683844.13; 0.02% / 0 / 228488.64; 7.93% / 193756565.48 / 104939984.57; 0.81% / 11116534.88 / 2048005.65; 0.01% / 0 / 146651.82; 11.59% / 165079804.00 / 35269606.41; 0.07% / 0 / 783501.98; 0.69% / 0 / 7708635.43; 0.14% / 19283.31 / 1536281.96; 0.00% / 0 / 239.50; 0.16% / 0 / 1807323.27; 0.00% / 0 / 0.00; 0.00% / 0 / 49898.51; 0.92% / 10955362.58 / 606499.49; 0.00% / 0 / 22768.72; 0.07% / 0 / 829038.22; 0.19% / 0 / 2123249.03; 0.06% / 1408579.37 / 2030944.35; 0.45% / 3422855.76 / 8419389.71; 47.38% / 874737367.91 / 344319016.61; 1.09% / 19509277.88 / 7324989.97; 1.69
Prefeitura Municipal de Rio Grande - RS; 4315602; RS; 207036; 2.00% / 15085280.35 / 8012005.64; 0.08% / 0 / 287884.09; 0.05% / 9300.00 / 191329.00; 18.89% / 109772479.76 / 43120115.84; 0.00% / 0 / 2746.50; 0.38% / 977904.83 / 2312543.87; 0.00% / 0 / 0.00; 1.90% / 3194990.13 / 9901783.27; 8.83% / 47032887.79 / 15883645.36; 4.95% / 80845750.38 / 98294477.31; 1.42% / 5256724.15 / 241934.52; 0.50% / 110384318.18 / 108631146.22; 0.47% / 399598.45 / 2042857.76; 0.01% / 128384.13 / 146876.14; 1.48% / 42299129.98 / 37084183.94; 1.11% / 4668868.71 / 756688.25; 1.97% / 771262.78 / 7712109.16; 0.32% / 407509.08 / 1522556.67; 0.00% / 0 / 14060.27; 0.40% / 303542.65 / 1700515.10; 0.00% / 0 / 0.00; 0.01% / 3355.00 / 49898.51; 0.21% / 1314156.58 / 568351.89; 0.04% / 173171.46 / 23143.72; 0.57% / 3272352.68 / 1260421.07; 0.29% / 3183272.79 / 2148686.76; 0.39% / 590454.75 / 1958746.06; 13.61% / 56711077.21 / 8685188.92; 38.05% / 486785771.82 / 352553895.86; 2.08% / 0 / 7324989.97; 1.65
Prefeitura Municipal de Presidente Prudente - SP; 3541406; SP; 220599; 0.63% / 5925509.34 / 8012005.64; 2.90% / 9945890.29 / 287884.09; 0.06% / 0 / 191329.00; 0.24% / 43928951.89 / 43120115.84; 0.08% / 262298.99 / 2746.50; 0.26% / 1449786.41 / 2312543.87; 0.00% / 0 / 0.00; 2.73% / 18990001.64 / 9901783.27; 6.89% / 38826506.51 / 15883645.36; 2.74% / 89167330.03 / 98294477.31; 0.07% / 0 / 241934.52; 4.82% / 124692674.57 / 108631146.22; 2.80% / 11351907.22 / 2042857.76; 0.04% / 0 / 146876.14; 13.86% / 83225233.26 / 37084183.94; 0.67% / 3000560.11 / 756688.25; 2.32% / 0 / 7712109.16; 0.85% / 4365652.05 / 1522556.67; 0.00% / 0 / 14060.27; 0.25% / 884051.14 / 1700515.10; 0.00% / 0 / 0.00; 0.19% / 699208.17 / 49898.51; 1.07% / 4131852.79 / 568351.89; 0.01% / 0 / 23143.72; 0.38% / 0 / 1260421.07; 2.08% / 9076247.15 / 2148686.76; 4.66% / 17465112.55 / 1958746.06; 3.18% / 19270913.35 / 8685188.92; 40.27% / 486659687.46 / 352553895.86; 5.95% / 27154778.24 / 7324989.97; 1.58
Prefeitura Municipal de Jacareí - SP; 3524402; SP; 224826; 1.37% / 14943780.21 / 8012005.64; 0.04% / 480751.61 / 287884.09; 0.04% / 0 / 191329.00; 5.95% / 73274001.70 / 43120115.84; 0.01% / 40234.03 / 2746.50; 1.93% / 12122767.33 / 2312543.87; 0.00% / 0 / 0.00; 0.91% / 14499254.18 / 9901783.27; 5.27% / 42605527.85 / 15883645.36; 7.27% / 135174928.33 / 98294477.31; 2.07% / 10717695.52 / 241934.52; 2.08% / 119174693.14 / 108631146.22; 0.69% / 5551401.99 / 2042857.76; 0.02% / 40968.60 / 146876.14; 0.49% / 39547935.11 / 37084183.94; 0.10% / 1271320.75 / 756688.25; 7.85% / 47518566.31 / 7712109.16; 6.83% / 36144903.46 / 1522556.67; 0.00% / 0 / 14060.27; 0.33% / 30546.21 / 1700515.10; 0.00% / 0 / 0.00; 0.01% / 108475.63 / 49898.51; 0.08% / 184595.71 / 568351.89; 0.00% / 0 / 23143.72; 0.25% / 0 / 1260421.07; 0.42% / 0 / 2148686.76; 0.89% / 6459648.99 / 1958746.06; 4.48% / 31410567.21 / 8685188.92; 47.09% / 591302563.87 / 352553895.86; 3.54% / 25273145.48 / 7324989.97; 1.58
Prefeitura Municipal de Cotia - SP; 3513009; SP; 225306; 3.83% / 27939697.89 / 8012005.64; 0.06% / 0 / 287884.09; 1.25% / 6721342.04 / 191329.00; 3.14% / 59465276.25 / 43120115.84; 0.00% / 0 / 2746.50; 5.42% / 30545897.51 / 2312543.87; 0.00% / 0 / 0.00; 0.64% / 13227384.89 / 9901783.27; 1.51% / 8011693.98 / 15883645.36; 2.12% / 109319839.17 / 98294477.31; 0.38% / 2229677.55 / 241934.52; 17.96% / 202124064.33 / 108631146.22; 1.38% / 9251209.58 / 2042857.76; 0.03% / 0 / 146876.14; 6.32% / 69991738.32 / 37084183.94; 0.65% / 4156149.02 / 756688.25; 1.48% / 0 / 7712109.16; 0.27% / 2923971.73 / 1522556.67; 0.00% / 0 / 14060.27; 0.33% / 0 / 1700515.10; 0.00% / 0 / 0.00; 0.69% / 3622364.20 / 49898.51; 0.25% / 1873836.83 / 568351.89; 0.00% / 22469.22 / 23143.72; 0.24% / 0 / 1260421.07; 0.41% / 0 / 2148686.76; 1.88% / 11736836.23 / 1958746.06; 3.10% / 24834117.21 / 8685188.92; 45.23% / 587997565.95 / 352553895.86; 1.41% / 0 / 7324989.97; 1.56
Prefeitura Municipal de Indaiatuba - SP; 3520509; SP; 226602; 0.03% / 8206531.98 / 8012005.64; 0.04% / 0 / 287884.09; 0.03% / 0 / 191329.00; 4.07% / 70381414.07 / 43120115.84; 0.00% / 0 / 2746.50; 2.57% / 19515855.73 / 2312543.87; 0.00% / 0 / 0.00; 0.33% / 12081297.08 / 9901783.27; 1.32% / 24715625.74 / 15883645.36; 8.78% / 157136591.99 / 98294477.31; 0.04% / 0 / 241934.52; 10.62% / 179820633.00 / 108631146.22; 0.49% / 5347761.02 / 2042857.76; 0.02% / 0 / 146876.14; 5.05% / 70964624.10 / 37084183.94; 1.71% / 12252296.36 / 756688.25; 7.47% / 57806885.14 / 7712109.16; 0.15% / 515720.26 / 1522556.67; 0.00% / 0 / 14060.27; 0.25% / 0 / 1700515.10; 0.00% / 0 / 0.00; 1.81% / 12188788.83 / 49898.51; 0.06% / 134440.00 / 568351.89; 0.00% / 0 / 23143.72; 0.19% / 0 / 1260421.07; 0.32% / 0 / 2148686.76; 1.50% / 12006982.52 / 1958746.06; 1.11% / 16115010.70 / 8685188.92; 45.75% / 659190458.52 / 352553895.86; 6.28% / 49440710.48 / 7324989.97; 1.51
Prefeitura Municipal de Itaboraí - RJ; 3301900; RJ; 227168; 0.50% / 11220211.69 / 8012005.64; 0.25% / 1912351.15 / 287884.09; 0.03% / 391425.35 / 191329.00; 10.43% / 110157461.77 / 43120115.84; 0.00% / 0 / 2746.50; 0.30% / 408422.89 / 2312543.87; 0.00% / 0 / 0.00; 0.83% / 4584736.59 / 9901783.27; 2.27% / 30458437.39 / 15883645.36; 14.67% / 192564300.54 / 98294477.31; 0.25% / 1865424.72 / 241934.52; 12.40% / 188297828.75 / 108631146.22; 0.40% / 4620610.11 / 2042857.76; 0.02% / 0 / 146876.14; 7.14% / 82997488.34 / 37084183.94; 0.48% / 3863655.76 / 756688.25; 1.19% / 64494.33 / 7712109.16; 0.11% / 2226176.04 / 1522556.67; 0.25% / 1643609.92 / 14060.27; 0.25% / 117995.43 / 1700515.10; 0.00% / 0 / 0.00; 0.00% / 28200.00 / 49898.51; 0.09% / 8123.00 / 568351.89; 0.47% / 3059398.15 / 23143.72; 0.20% / 0 / 1260421.07; 0.11% / 2824500.41 / 2148686.76; 0.14% / 1041978.03 / 1958746.06; 1.35% / 0 / 8685188.92; 45.40% / 644356830.36 / 352553895.86; 0.46% / 10312101.92 / 7324989.97; 1.81
Prefeitura Municipal de Arapiraca - AL; 2700300; AL; 229329; 0.49% / 9090409.19 / 8012005.64; 0.12% / 16528.00 / 287884.09; 0.09% / 0 / 191329.00; 5.03% / 32147367.59 / 43120115.84; 0.03% / 75318.86 / 2746.50; 1.06% / 0 / 2312543.87; 0.00% / 0 / 0.00; 1.34% / 6971761.37 / 9901783.27; 7.10% / 31370877.16 / 15883645.36; 23.16% / 148794503.69 / 98294477.31; 11.20% / 24672449.55 / 241934.52; 1.43% / 105506127.17 / 108631146.22; 0.80% / 307292.93 / 2042857.76; 0.17% / 514471.94 / 146876.14; 6.98% / 21862656.58 / 37084183.94; 0.35% / 0 / 756688.25; 5.84% / 20449914.17 / 7712109.16; 0.49% / 449573.68 / 1522556.67; 0.01% / 0 / 14060.27; 0.11% / 1950766.26 / 1700515.10; 0.00% / 0 / 0.00; 0.02% / 0 / 49898.51; 0.20% / 142117.87 / 568351.89; 0.01% / 0 / 23143.72; 0.58% / 0 / 1260421.07; 0.22% / 2626248.85 / 2148686.76; 0.72% / 385604.42 / 1958746.06; 2.28% / 3714040.58 / 8685188.92; 26.82% / 411048029.86 / 352553895.86; 3.34% / 14601372.32 / 7324989.97; 1.89
Prefeitura Municipal de Sete Lagoas - MG; 3167202; MG; 229887; 2.90% / 21203245.91 / 8012005.64; 0.06% / 0 / 287884.09; 0.04% / 0 / 191329.00; 4.93% / 65542674.23 / 43120115.84; 0.00% / 0 / 2746.50; 0.06% / 2568762.64 / 2312543.87; 0.00% / 0 / 0.00; 0.20% / 8998047.62 / 9901783.27; 3.49% / 0 / 15883645.36; 14.09% / 162438236.10 / 98294477.31; 0.05% / 0 / 241934.52; 3.81% / 91301311.93 / 108631146.22; 0.34% / 3594540.53 / 2042857.76; 0.06% / 404202.04 / 146876.14; 6.15% / 9105856.79 / 37084183.94; 0.12% / 198203.87 / 756688.25; 21.36% / 104927548.60 / 7712109.16; 0.67% / 4562373.19 / 1522556.67; 0.00% / 0 / 14060.27; 0.32% / 260669.70 / 1700515.10; 0.00% / 0 / 0.00; 0.01% / 0 / 49898.51; 0.25% / 1720165.08 / 568351.89; 0.01% / 0 / 23143.72; 1.05% / 6018296.65 / 1260421.07; 0.21% / 3097941.12 / 2148686.76; 0.13% / 2563111.50 / 1958746.06; 3.16% / 23091733.66 / 8685188.92; 34.94% / 511596921.16 / 352553895.86; 1.61% / 0 / 7324989.97; 1.60
Prefeitura Municipal de São Carlos - SP; 3548906; SP; 238958; 2.08% / 0 / 9416575.68; 0.07% / 742795.23 / 426312.08; 0.03% / 0 / 153227.19; 11.19% / 101260091.43 / 50609589.25; 0.00% / 0 / 2746.50; 0.62% / 316005.85 / 3107250.17; 0.00% / 0 / 0.00; 1.09% / 6785980.71 / 11713714.82; 4.31% / 0 / 19537464.01; 7.64% / 162229879.33 / 127633102.35; 0.21% / 1138706.59 / 178986.50; 1.35% / 116643186.33 / 122774453.90; 0.21% / 3072802.99 / 2144413.19; 0.04% / 0 / 173473.69; 4.16% / 61481410.32 / 42650144.53; 0.23% / 0 / 1028085.15; 14.22% / 76694657.62 / 12303490.91; 0.11% / 1150769.36 / 1653531.88; 0.01% / 0 / 25520.27; 2.10% / 11903503.17 / 2399177.08; 0.00% / 0 / 0.00; 0.00% / 48798.09 / 49898.51; 0.04% / 372837.60 / 553542.81; 0.01% / 0 / 23143.72; 0.21% / 0 / 959284.92; 0.47% / 0 / 2115069.44; 0.02% / 2779105.59 / 2886346.99; 9.04% / 51202159.46 / 10284297.69; 38.21% / 597822689.67 / 424802843.24; 2.34% / 0 / 10589953.62; 1.50
Prefeitura Municipal de Ipatinga - MG; 3131307; MG; 255266; 2.99% / 20915276.42 / 9416575.68; 0.11% / 0 / 426312.08; 0.04% / 0 / 153227.19; 1.19% / 55173246.48 / 50609589.25; 0.00% / 0 / 2746.50; 0.42% / 1495297.00 / 3107250.17; 0.00% / 0 / 0.00; 0.38% / 13184146.24 / 11713714.82; 4.32% / 2942392.86 / 19537464.01; 26.16% / 228075126.41 / 127633102.35; 0.05% / 0 / 178986.50; 1.32% / 117697283.59 / 122774453.90; 0.27% / 1117854.17 / 2144413.19; 0.04% / 28250.76 / 173473.69; 2.76% / 32046941.79 / 42650144.53; 0.22% / 192000.00 / 1028085.15; 2.95% / 988843.68 / 12303490.91; 0.43% / 0 / 1653531.88; 0.01% / 0 / 25520.27; 0.60% / 97321.30 / 2399177.08; 0.00% / 0 / 0.00; 0.01% / 0 / 49898.51; 0.13% / 40102.01 / 553542.81; 0.19% / 751631.29 / 23143.72; 1.09% / 5126262.22 / 959284.92; 0.14% / 2660612.06 / 2115069.44; 0.20% / 2106799.40 / 2886346.99; 16.48% / 73538568.71 / 10284297.69; 34.74% / 558177956.39 / 424802843.24; 2.76% / 0 / 10589953.62; 1.55
Prefeitura Municipal de Embu das Artes - SP; 3515004; SP; 259053; 0.96% / 12424620.66 / 9416575.68; 0.14% / 0 / 426312.08; 0.05% / 0 / 153227.19; 27.89% / 138134660.00 / 50609589.25; 0.00% / 0 / 2746.50; 2.09% / 9671451.35 / 3107250.17; 0.00% / 0 / 0.00; 2.49% / 3891307.59 / 11713714.82; 4.80% / 4481328.80 / 19537464.01; 25.66% / 47134595.86 / 127633102.35; 0.06% / 0 / 178986.50; 2.28% / 129918025.70 / 122774453.90; 0.63% / 156948.00 / 2144413.19; 0.06% / 0 / 173473.69; 4.44% / 28708293.85 / 42650144.53; 1.47% / 5643357.42 / 1028085.15; 3.92% / 0 / 12303490.91; 0.50% / 94471.37 / 1653531.88; 0.01% / 0 / 25520.27; 0.76% / 0 / 2399177.08; 0.00% / 0 / 0.00; 0.02% / 0 / 49898.51; 0.43% / 1898836.11 / 553542.81; 0.01% / 0 / 23143.72; 0.31% / 0 / 959284.92; 0.67% / 0 / 2115069.44; 0.87% / 141627.99 / 2886346.99; 2.92% / 1114479.16 / 10284297.69; 13.19% / 383414003.86 / 424802843.24; 3.38% / 0 / 10589953.62; 1.56
Prefeitura Municipal de Barueri - SP; 3505708; SP; 259555; 1.37% / 50717082.62 / 9416575.68; 0.01% / 0 / 426312.08; 0.01% / 0 / 153227.19; 5.97% / 230998913.63 / 50609589.25; 0.00% / 0 / 2746.50; 0.07% / 1026524.20 / 3107250.17; 0.00% / 0 / 0.00; 2.83% / 97336422.07 / 11713714.82; 0.18% / 24930353.42 / 19537464.01; 12.87% / 516555569.67 / 127633102.35; 0.11% / 3506665.35 / 178986.50; 17.28% / 644903147.60 / 122774453.90; 0.57% / 19511858.14 / 2144413.19; 0.01% / 0 / 173473.69; 4.27% / 171660363.99 / 42650144.53; 0.71% / 22442565.73 / 1028085.15; 0.38% / 794932.83 / 12303490.91; 1.88% / 58562217.78 / 1653531.88; 0.00% / 0 / 25520.27; 0.08% / 0 / 2399177.08; 0.00% / 0 / 0.00; 0.00% / 0 / 49898.51; 0.02% / 0 / 553542.81; 0.00% / 0 / 23143.72; 0.03% / 0 / 959284.92; 0.02% / 2627539.50 / 2115069.44; 1.21% / 39298590.19 / 2886346.99; 0.34% / 0 / 10284297.69; 48.33% / 1884872746.72 / 424802843.24; 1.45% / 54491719.87 / 10589953.62; 1.83
Prefeitura Municipal de Várzea Grande - MT; 5108402; MT; 265775; 3.28% / 0 / 9416575.68; 0.15% / 0 / 426312.08; 3.78% / 11020527.79 / 153227.19; 6.83% / 31003241.13 / 50609589.25; 0.00% / 0 / 2746.50; 0.70% / 5115833.08 / 3107250.17; 0.00% / 0 / 0.00; 0.23% / 12388290.23 / 11713714.82; 6.80% / 0 / 19537464.01; 13.88% / 87763458.49 / 127633102.35; 0.06% / 8256.00 / 178986.50; 9.86% / 94446406.37 / 122774453.90; 0.70% / 129856.70 / 2144413.19; 0.04% / 50070.32 / 173473.69; 1.34% / 38803131.37 / 42650144.53; 0.36% / 0 / 1028085.15; 4.28% / 0 / 12303490.91; 0.05% / 1521116.74 / 1653531.88; 0.01% / 0 / 25520.27; 0.84% / 0 / 2399177.08; 0.00% / 0 / 0.00; 0.44% / 1307737.30 / 49898.51; 0.19% / 0 / 553542.81; 0.01% / 0 / 23143.72; 3.21% / 10164356.41 / 959284.92; 0.67% / 177022.12 / 2115069.44; 0.42% / 1682506.17 / 2886346.99; 1.96% / 15918388.97 / 10284297.69; 39.45% / 311500199.19 / 424802843.24; 0.45% / 11892244.74 / 10589953.62; 1.89
Prefeitura Municipal de Governador Valadares - MG; 3127701; MG; 276995; 1.38% / 14589726.15 / 9416575.68; 0.11% / 0 / 426312.08; 0.04% / 0 / 153227.19; 2.66% / 40616961.87 / 50609589.25; 0.00% / 0 / 2746.50; 0.81% / 72403.42 / 3107250.17; 0.00% / 0 / 0.00; 1.46% / 6225833.59 / 11713714.82; 0.02% / 19617061.64 / 19537464.01; 8.70% / 160348213.93 / 127633102.35; 0.05% / 0 / 178986.50; 5.03% / 103862186.23 / 122774453.90; 0.16% / 2741165.39 / 2144413.19; 0.05% / 0 / 173473.69; 4.15% / 58272268.80 / 42650144.53; 0.24% / 116349.00 / 1028085.15; 20.24% / 88426659.01 / 12303490.91; 0.05% / 1847453.84 / 1653531.88; 0.01% / 0 / 25520.27; 0.64% / 0 / 2399177.08; 0.00% / 0 / 0.00; 0.01% / 0 / 49898.51; 0.14% / 38600.00 / 553542.81; 0.22% / 866150.73 / 23143.72; 0.26% / 0 / 959284.92; 0.03% / 1995000.38 / 2115069.44; 0.70% / 245117.41 / 2886346.99; 15.01% / 66762129.93 / 10284297.69; 37.71% / 566643281.32 / 424802843.24; 0.13% / 11091256.25 / 10589953.62; 1.52
Prefeitura Municipal de Suzano - SP; 3552502; SP; 282441; 5.61% / 20969172.45 / 9416575.68; 0.21% / 0 / 426312.08; 0.07% / 0 / 153227.19; 1.96% / 46565155.68 / 50609589.25; 0.00% / 0 / 2746.50; 3.28% / 9866877.51 / 3107250.17; 0.00% / 0 / 0.00; 1.33% / 14441457.79 / 11713714.82; 7.30% / 4517984.54 / 19537464.01; 0.39% / 126826705.47 / 127633102.35; 0.09% / 0 / 178986.50; 12.17% / 147817452.11 / 122774453.90; 2.18% / 6640323.10 / 2144413.19; 0.08% / 0 / 173473.69; 8.00% / 59121122.97 / 42650144.53; 0.38% / 1817214.94 / 1028085.15; 5.98% / 0 / 12303490.91; 0.03% / 1719520.78 / 1653531.88; 0.01% / 0 / 25520.27; 0.25% / 2910723.27 / 2399177.08; 0.00% / 0 / 0.00; 1.07% / 2257720.71 / 49898.51; 0.04% / 476762.37 / 553542.81; 2.12% / 4394489.58 / 23143.72; 0.47% / 0 / 959284.92; 6.37% / 15224298.03 / 2115069.44; 1.80% / 6595981.06 / 2886346.99; 3.04% / 16544671.06 / 10284297.69; 31.05% / 488707633.42 / 424802843.24; 4.70% / 20272834.13 / 10589953.62; 1.52
Prefeitura Municipal de Mossoró - RN; 2408003; RN; 284288; 2.60% / 16768870.86 / 9416575.68; 0.15% / 0 / 426312.08; 0.05% / 0 / 153227.19; 20.64% / 108930112.37 / 50609589.25; 0.02% / 54720.00 / 2746.50; 0.71% / 1106180.00 / 3107250.17; 0.00% / 0 / 0.00; 0.51% / 10281801.80 / 11713714.82; 3.14% / 10668946.91 / 19537464.01; 11.53% / 160216959.30 / 127633102.35; 0.05% / 30000.00 / 178986.50; 9.55% / 95782769.15 / 122774453.90; 1.23% / 5616270.34 / 2144413.19; 0.00% / 179571.40 / 173473.69; 10.74% / 12304646.74 / 42650144.53; 0.01% / 1047017.23 / 1028085.15; 9.24% / 38410043.05 / 12303490.91; 0.23% / 2306034.96 / 1653531.88; 0.01% / 0 / 25520.27; 0.59% / 744279.24 / 2399177.08; 0.00% / 0 / 0.00; 0.68% / 1963150.77 / 49898.51; 0.06% / 378498.35 / 553542.81; 1.94% / 5512531.51 / 23143.72; 0.34% / 0 / 959284.92; 0.20% / 1563704.75 / 2115069.44; 0.72% / 846081.61 / 2886346.99; 3.49% / 417950.40 / 10284297.69; 17.81% / 475130140.74 / 424802843.24; 3.75% / 0 / 10589953.62; 1.56
Prefeitura Municipal de Praia Grande - SP; 3541000; SP; 293695; 1.27% / 22561000.59 / 9416575.68; 0.04% / 0 / 426312.08; 0.01% / 0 / 153227.19; 2.09% / 72246309.28 / 50609589.25; 0.00% / 0 / 2746.50; 1.49% / 18499277.57 / 3107250.17; 0.00% / 0 / 0.00; 0.53% / 17197477.27 / 11713714.82; 2.16% / 41886251.85 / 19537464.01; 8.10% / 211553753.30 / 127633102.35; 0.02% / 1350.00 / 178986.50; 17.51% / 304297715.25 / 122774453.90; 0.50% / 7284626.33 / 2144413.19; 0.01% / 80028.60 / 173473.69; 8.99% / 135849505.52 / 42650144.53; 0.15% / 2619973.92 / 1028085.15; 1.13% / 24065823.52 / 12303490.91; 0.08% / 2504573.36 / 1653531.88; 0.34% / 3554978.32 / 25520.27; 0.23% / 0 / 2399177.08; 0.00% / 0 / 0.00; 0.00% / 0 / 49898.51; 0.04% / 89802.67 / 553542.81; 0.00% / 0 / 23143.72; 1.62% / 17735501.39 / 959284.92; 0.01% / 2197387.81 / 2115069.44; 0.39% / 6947499.14 / 2886346.99; 3.17% / 43131037.61 / 10284297.69; 49.16% / 934303873.30 / 424802843.24; 0.95% / 718809.58 / 10589953.62; 1.80
Prefeitura Municipal de Petrópolis - RJ; 3303906; RJ; 298017; 1.51% / 22821784.46 / 9416575.68; 0.05% / 0 / 426312.08; 0.01% / 32738.98 / 153227.19; 2.25% / 70539730.58 / 50609589.25; 0.00% / 0 / 2746.50; 0.34% / 136144.37 / 3107250.17; 0.00% / 0 / 0.00; 0.04% / 11360568.17 / 11713714.82; 1.52% / 6048148.57 / 19537464.01; 16.76% / 275957040.83 / 127633102.35; 0.00% / 222069.70 / 178986.50; 8.05% / 194071120.44 / 122774453.90; 1.08% / 11666099.25 / 2144413.19; 0.02% / 12149.00 / 173473.69; 7.51% / 109123749.82 / 42650144.53; 0.34% / 4076775.56 / 1028085.15; 1.39% / 0 / 12303490.91; 0.18% / 46173.96 / 1653531.88; 0.53% / 4746581.63 / 25520.27; 0.24% / 243000.88 / 2399177.08; 0.00% / 0 / 0.00; 0.01% / 0 / 49898.51; 0.08% / 1291423.77 / 553542.81; 0.00% / 0 / 23143.72; 0.11% / 0 / 959284.92; 0.24% / 0 / 2115069.44; 0.27% / 524407.83 / 2886346.99; 10.13% / 99985644.01 / 10284297.69; 43.84% / 812905351.81 / 424802843.24; 3.48% / 41416369.02 / 10589953.62; 2.02
Prefeitura Municipal de Taubaté - SP; 3554102; SP; 299423; 2.57% / 26703139.55 / 9416575.68; 0.06% / 0 / 426312.08; 0.94% / 6447787.77 / 153227.19; 0.42% / 53411968.74 / 50609589.25; 0.00% / 0 / 2746.50; 2.50% / 19891287.63 / 3107250.17; 0.00% / 0 / 0.00; 1.25% / 20130820.47 / 11713714.82; 2.90% / 0 / 19537464.01; 3.98% / 154376581.68 / 127633102.35; 0.00% / 159475.60 / 178986.50; 21.24% / 265615777.01 / 122774453.90; 0.43% / 5021108.97 / 2144413.19; 0.03% / 0 / 173473.69; 7.80% / 95119105.48 / 42650144.53; 0.20% / 2368633.71 / 1028085.15; 0.26% / 10580040.86 / 12303490.91; 0.08% / 1130602.00 / 1653531.88; 0.00% / 0 / 25520.27; 0.25% / 716147.81 / 2399177.08; 0.00% / 0 / 0.00; 0.01% / 0 / 49898.51; 0.08% / 1084118.97 / 553542.81; 0.00% / 0 / 23143.72; 0.14% / 0 / 959284.92; 0.05% / 2458689.94 / 2115069.44; 1.99% / 16256111.52 / 2886346.99; 1.44% / 615296.52 / 10284297.69; 38.25% / 682086694.23 / 424802843.24; 13.15% / 99009208.25 / 10589953.62; 1.66
Prefeitura Municipal de Ponta Grossa - PR; 4119905; PR; 334535; 3.93% / 0 / 9416575.68; 0.18% / 0 / 426312.08; 0.06% / 0 / 153227.19; 2.92% / 57606532.89 / 50609589.25; 0.00% / 0 / 2746.50; 2.20% / 8372852.68 / 3107250.17; 0.00% / 0 / 0.00; 5.20% / 24178916.94 / 11713714.82; 8.15% / 0 / 19537464.01; 0.19% / 127182547.08 / 127633102.35; 3.02% / 7427983.95 / 178986.50; 4.97% / 134692234.23 / 122774453.90; 1.55% / 5866882.37 / 2144413.19; 0.07% / 8554.05 / 173473.69; 0.96% / 40348037.53 / 42650144.53; 0.43% / 0 / 1028085.15; 4.33% / 1927428.36 / 12303490.91; 0.95% / 3934105.58 / 1653531.88; 0.01% / 53059.92 / 25520.27; 0.11% / 2147105.53 / 2399177.08; 0.00% / 0 / 0.00; 0.74% / 1824233.06 / 49898.51; 6.68% / 16564230.32 / 553542.81; 0.55% / 1346701.65 / 23143.72; 0.40% / 0 / 959284.92; 4.37% / 12598241.16 / 2115069.44; 0.23% / 3438422.09 / 2886346.99; 14.39% / 44764240.51 / 10284297.69; 28.99% / 494282309.90 / 424802843.24; 4.42% / 0 / 10589953.62; 1.66
