##Instituição; Cod.IBGE; UF; População; Top 1 CATEGORY; Top 1 %; Top 1 VALUE; Top 1 CENTROID; Top 1 DIFF ; Top 2 CATEGORY; Top 2 %; Top 2 VALUE; Top 2 CENTROID; Top 2 DIFF ; Top 3 CATEGORY; Top 3 %; Top 3 VALUE; Top 3 CENTROID; Top 3 DIFF ; Top 4 CATEGORY; Top 4 %; Top 4 VALUE; Top 4 CENTROID; Top 4 DIFF ; Top 5 CATEGORY; Top 5 %; Top 5 VALUE; Top 5 CENTROID; Top 5 DIFF ; lof_relativo_med
Prefeitura Municipal de Eirunepé - AM;  1301407;  AM;  33580; Saneamento; 23.73%; 7557868.31; 316282.02; 7241586.29; Despesas (Exceto Intraorçamentárias); 14.05%; 46556110.64; 50843276.83; -4287166.19; Saúde; 10.67%; 9584351.08; 12841425.46; -3257074.38; Urbanismo; 09.93%; 188649.87; 3218318.22; -3029668.35; Administração; 06.73%; 5068302.58; 7122970.76; -2054668.18;  1.69
Prefeitura Municipal de Palmeira - PR;  4117701;  PR;  33613; Despesas (Exceto Intraorçamentárias); 39.30%; 67490103.62; 51578404.26; 15911699.36; Saúde; 10.52%; 17107036.23; 12848539.32; 4258496.91; Urbanismo; 10.49%; 7512736.98; 3264448.13; 4248288.85; Previdência Social; 09.86%; 5675870.33; 1684503.29; 3991367.04; Administração; 06.63%; 9769356.66; 7083967.04; 2685389.62;  1.55
Prefeitura Municipal de Itapemirim - ES;  3202801;  ES;  33952; Despesas (Exceto Intraorçamentárias); 49.90%; 265681602.77; 54740914.46; 210940688.31; Administração; 23.51%; 106561357.31; 7183787.11; 99377570.20; Educação; 07.90%; 53499082.95; 20090370.00; 33408712.95; Saúde; 04.76%; 33495773.09; 13360261.56; 20135511.53; Saneamento; 02.53%; 11893483.48; 1197515.07; 10695968.41;  2.19
Prefeitura Municipal de Posse - GO;  5218300;  GO;  34192; Previdência Social; 24.97%; 6142516.16; 1642945.89; 4499570.27; Administração; 15.48%; 4431278.42; 7221310.22; -2790031.80; Urbanismo; 10.40%; 2014393.75; 3887796.23; -1873402.48; Saúde; 09.97%; 14822732.34; 13026480.49; 1796251.85; Comércio e Serviços; 06.64%; 1218293.39; 22307.46; 1195985.93;  1.78
Prefeitura Municipal de São João da Barra - RJ;  3305000;  RJ;  34273; Despesas (Exceto Intraorçamentárias); 49.54%; 389827179.45; 55680649.23; 334146530.22; Saúde; 14.94%; 113799166.63; 13026480.49; 100772686.14; Educação; 07.59%; 72520682.33; 21355624.43; 51165057.90; Urbanismo; 07.02%; 51224070.76; 3887796.23; 47336274.53; Administração; 06.82%; 53214601.80; 7221310.22; 45993291.58;  2.63
Prefeitura Municipal de Jaguariaíva - PR;  4112009;  PR;  34285; Educação; 25.55%; 12661762.82; 21355624.43; -8693861.61; Administração; 17.39%; 13138884.91; 7221310.22; 5917574.69; Despesas (Intraorçamentárias); 08.70%; 3544845.39; 583524.21; 2961321.18; Despesas (Exceto Intraorçamentárias); 06.54%; 53455060.09; 55680649.23; -2225589.14; Urbanismo; 05.17%; 2127058.06; 3887796.23; -1760738.17;  1.77
Prefeitura Municipal de Gramado - RS;  4309100;  RS;  34365; Despesas (Exceto Intraorçamentárias); 48.59%; 151890107.35; 56139051.83; 95751055.52; Comércio e Serviços; 10.25%; 20224991.68; 20807.46; 20204184.22; Urbanismo; 09.61%; 22912153.52; 3973762.94; 18938390.58; Saúde; 06.73%; 26426468.22; 13169004.94; 13257463.28; Educação; 06.66%; 34958874.15; 21841024.54; 13117849.61;  3.24
Prefeitura Municipal de Guaratuba - PR;  4109609;  PR;  34767; Despesas (Exceto Intraorçamentárias); 35.26%; 79113113.01; 56642601.02; 22470511.99; Urbanismo; 22.08%; 18477822.89; 4403705.29; 14074117.60; Saúde; 09.51%; 18911210.59; 12848170.75; 6063039.84; Gestão Ambiental; 07.18%; 4649213.98; 70597.90; 4578616.08; Educação; 03.91%; 20407400.59; 22899464.90; -2492064.31;  1.52
Prefeitura Municipal de Pilar - AL;  2706901;  AL;  35153; Despesas (Exceto Intraorçamentárias); 46.31%; 92352419.75; 59227630.66; 33124789.09; Urbanismo; 13.09%; 14629861.30; 5263679.89; 9366181.41; Saúde; 10.13%; 20058500.90; 12814203.99; 7244296.91; Administração; 08.04%; 12991773.73; 7237854.58; 5753919.15; Previdência Social; 04.60%; 4617940.67; 1327553.32; 3290387.35;  1.62
Prefeitura Municipal de São Luiz Gonzaga - RS;  4318903;  RS;  35266; Educação; 22.34%; 14767588.86; 23591728.55; -8824139.69; Despesas (Intraorçamentárias); 20.81%; 8663833.32; 441858.82; 8221974.50; Encargos Especiais; 15.83%; 7439240.36; 1185522.71; 6253717.65; Despesas (Exceto Intraorçamentárias); 14.38%; 55070779.45; 60752885.71; -5682106.26; Administração; 07.14%; 4740258.53; 7560033.52; -2819774.99;  1.52
Prefeitura Municipal de Vassouras - RJ;  3306206;  RJ;  35275; Despesas (Exceto Intraorçamentárias); 40.52%; 102824600.51; 60073666.77; 42750933.74; Saúde; 30.73%; 45488241.55; 13065147.90; 32423093.65; Administração; 06.79%; 14893679.30; 7724128.88; 7169550.42; Educação; 04.79%; 18213122.40; 23271624.02; -5058501.62; Previdência Social; 03.84%; 5571321.70; 1523616.94; 4047704.76;  1.61
Prefeitura Municipal de Riachão do Jacuípe - BA;  2926301;  BA;  35322; Despesas (Exceto Intraorçamentárias); 32.61%; 44183434.94; 60073666.77; -15890231.83; Educação; 21.00%; 13039074.06; 23271624.02; -10232549.96; Administração; 13.26%; 14184099.84; 7724128.88; 6459970.96; Urbanismo; 09.43%; 471033.99; 5065238.02; -4594204.03; Saúde; 08.41%; 8967717.17; 13065147.90; -4097430.73;  1.51
Prefeitura Municipal de Barra Bonita - SP;  3505302;  SP;  36315; Despesas (Exceto Intraorçamentárias); 41.05%; 84442894.34; 59098118.03; 25344776.31; Saneamento; 15.33%; 10404487.17; 939023.92; 9465463.25; Administração; 10.58%; 14745117.38; 8212545.78; 6532571.60; Saúde; 08.76%; 19622510.95; 14212149.62; 5410361.33; Gestão Ambiental; 05.99%; 3782820.82; 86702.35; 3696118.47;  1.60
Prefeitura Municipal de Torres - RS;  4321501;  RS;  36859; Despesas (Exceto Intraorçamentárias); 42.43%; 93024733.25; 55772564.69; 37252168.56; Despesas (Intraorçamentárias); 09.77%; 8708649.45; 133415.27; 8575234.18; Urbanismo; 07.19%; 9710730.02; 3399259.73; 6311470.29; Previdência Social; 07.16%; 7544692.77; 1255258.21; 6289434.56; Gestão Ambiental; 06.57%; 5820031.38; 54353.89; 5765677.49;  1.56
Prefeitura Municipal de Brumadinho - MG;  3109006;  MG;  37314; Despesas (Exceto Intraorçamentárias); 49.66%; 184756999.04; 54384441.30; 130372557.74; Saúde; 16.59%; 56644130.32; 13077324.20; 43566806.12; Educação; 08.91%; 45956099.78; 22558891.15; 23397208.63; Administração; 06.46%; 23420727.89; 6457530.34; 16963197.55; Urbanismo; 04.89%; 16628793.43; 3794560.43; 12834233.00;  1.78
Prefeitura Municipal de Marataízes - ES;  3203320;  ES;  37535; Despesas (Exceto Intraorçamentárias); 47.26%; 117435895.24; 54384441.30; 63051453.94; Educação; 16.59%; 44690564.99; 22558891.15; 22131673.84; Administração; 12.81%; 23545380.97; 6457530.34; 17087850.63; Saúde; 07.32%; 22839099.52; 13077324.20; 9761775.32; Urbanismo; 05.70%; 11398726.33; 3794560.43; 7604165.90;  1.59
Prefeitura Municipal de Tarauacá - AC;  1200609;  AC;  38201; Educação; 29.21%; 29786213.66; 22022101.44; 7764112.22; Despesas (Exceto Intraorçamentárias); 19.11%; 59441697.04; 54362496.16; 5079200.88; Saúde; 10.21%; 10199054.02; 12912871.78; -2713817.76; Administração; 08.67%; 4468776.07; 6774533.73; -2305757.66; Previdência Social; 06.07%; 0; 1612541.07; -1612541.07;  1.60
Prefeitura Municipal de São Francisco do Conde - BA;  2929206;  BA;  38838; Despesas (Exceto Intraorçamentárias); 49.28%; 431550237.17; 60085189.85; 371465047.32; Administração; 15.03%; 120630861.65; 7303119.01; 113327742.64; Educação; 10.75%; 103577344.89; 22518223.11; 81059121.78; Saúde; 08.02%; 75412612.34; 14932139.62; 60480472.72; Urbanismo; 03.44%; 30730062.11; 4779332.91; 25950729.20;  2.42
Prefeitura Municipal de Igarapé - MG;  3130101;  MG;  39045; Despesas (Exceto Intraorçamentárias); 36.77%; 77626688.46; 60443707.10; 17182981.36; Saúde; 09.35%; 19446585.84; 15078207.46; 4368378.38; Gestão Ambiental; 08.11%; 3911291.18; 119826.51; 3791464.67; Indústria; 06.56%; 3064530.00; 140.00; 3064390.00; Urbanismo; 06.52%; 7394407.86; 4348068.25; 3046339.61;  1.63
Prefeitura Municipal de Itaqui - RS;  4310603;  RS;  39129; Administração; 30.69%; 30197377.92; 7723196.73; 22474181.19; Despesas (Exceto Intraorçamentárias); 24.73%; 78551852.27; 60443707.10; 18108145.17; Saúde; 15.53%; 3707006.09; 15078207.46; -11371201.37; Previdência Social; 11.21%; 10466234.70; 2258300.37; 8207934.33; Educação; 04.18%; 25370733.52; 22307330.63; 3063402.89;  1.51
Prefeitura Municipal de Uruaçu - GO;  5221601;  GO;  39172; Educação; 23.13%; 14864563.15; 22307330.63; -7442767.48; Habitação; 15.76%; 5088479.25; 18009.75; 5070469.50; Saúde; 14.89%; 19871251.67; 15078207.46; 4793044.21; Urbanismo; 13.02%; 158829.19; 4348068.25; -4189239.06; Administração; 06.34%; 9762919.83; 7723196.73; 2039723.10;  1.97
Prefeitura Municipal de Presidente Venceslau - SP;  3541505;  SP;  39337; Despesas (Exceto Intraorçamentárias); 39.77%; 101185049.09; 60443707.10; 40741341.99; Previdência Social; 14.37%; 16984264.36; 2258300.37; 14725963.99; Encargos Especiais; 08.06%; 9197117.54; 935847.66; 8261269.88; Saneamento; 07.97%; 9136156.44; 967056.16; 8169100.28; Saúde; 06.79%; 22038435.89; 15078207.46; 6960228.43;  1.66
Prefeitura Municipal de Casimiro de Abreu - RJ;  3301306;  RJ;  39414; Despesas (Exceto Intraorçamentárias); 48.98%; 262157477.37; 60443707.10; 201713770.27; Saúde; 15.76%; 79967945.03; 15078207.46; 64889737.57; Administração; 09.97%; 48761084.53; 7723196.73; 41037887.80; Urbanismo; 06.02%; 29158173.38; 4348068.25; 24810105.13; Educação; 03.68%; 37473163.61; 22307330.63; 15165832.98;  3.60
Prefeitura Municipal de Paraty - RJ;  3303807;  RJ;  39965; Despesas (Exceto Intraorçamentárias); 48.90%; 190250991.19; 60636066.89; 129614924.30; Saúde; 14.78%; 54575081.45; 15407647.90; 39167433.55; Urbanismo; 11.39%; 34583398.84; 4392724.78; 30190674.06; Administração; 07.05%; 27118634.73; 8426663.74; 18691970.99; Educação; 03.80%; 32611973.18; 22549418.16; 10062555.02;  1.97
Prefeitura Municipal de Amarante do Maranhão - MA;  2100600;  MA;  39974; Urbanismo; 16.55%; 8641894.96; 4392724.78; 4249170.18; Administração; 16.25%; 4253553.47; 8426663.74; -4173110.27; Saúde; 15.16%; 19300432.07; 15407647.90; 3892784.17; Despesas (Exceto Intraorçamentárias); 10.34%; 63290519.42; 60636066.89; 2654452.53; Habitação; 09.48%; 2457650.98; 23101.03; 2434549.95;  1.65
Prefeitura Municipal de Mangaratiba - RJ;  3302601;  RJ;  40008; Despesas (Exceto Intraorçamentárias); 49.20%; 278351012.54; 60636066.89; 217714945.65; Administração; 14.72%; 73574991.49; 8426663.74; 65148327.75; Educação; 08.74%; 61213532.14; 22549418.16; 38664113.98; Saúde; 07.98%; 50701325.42; 15407647.90; 35293677.52; Urbanismo; 07.79%; 38880215.10; 4392724.78; 34487490.32;  2.57
Prefeitura Municipal de Santa Rita do Sapucaí - MG;  3159605;  MG;  40941; Educação; 25.17%; 18435991.52; 26169810.52; -7733819.00; Despesas (Exceto Intraorçamentárias); 18.19%; 59729289.47; 65317134.95; -5587845.48; Encargos Especiais; 08.81%; 3778394.08; 1071743.47; 2706650.61; Administração; 06.93%; 7334848.13; 9463240.09; -2128391.96; Saúde; 06.02%; 13540205.39; 15390973.31; -1850767.92;  1.81
Prefeitura Municipal de Machado - MG;  3139003;  MG;  41070; Educação; 44.27%; 15626018.78; 26179644.21; -10553625.43; Saúde; 21.92%; 20024367.34; 14798604.43; 5225762.91; Saneamento; 07.13%; 3181751.76; 1481102.54; 1700649.22; Indústria; 05.38%; 1288750.00; 7087.98; 1281662.02; Desporto e Lazer; 03.43%; 982868.96; 164317.06; 818551.90;  1.56
Prefeitura Municipal de São Francisco de Itabapoana - RJ;  3304755;  RJ;  41343; Despesas (Exceto Intraorçamentárias); 45.78%; 107658981.89; 66147568.58; 41511413.31; Administração; 17.37%; 25689679.64; 9935586.26; 15754093.38; Educação; 12.77%; 39253194.67; 27676281.74; 11576912.93; Saúde; 07.97%; 22136942.56; 14913666.37; 7223276.19; Legislativa; 03.26%; 4669846.95; 1717937.31; 2951909.64;  2.47
Prefeitura Municipal de Canela - RS;  4304408;  RS;  42057; Despesas (Exceto Intraorçamentárias); 41.06%; 101028339.52; 68575629.28; 32452710.24; Administração; 16.70%; 22544806.24; 9343494.90; 13201311.34; Saúde; 13.90%; 26639913.59; 15652732.38; 10987181.21; Comércio e Serviços; 08.27%; 6625702.38; 91548.58; 6534153.80; Encargos Especiais; 05.36%; 5326390.13; 1087624.61; 4238765.52;  1.60
Prefeitura Municipal de Imbituba - SC;  4207304;  SC;  42708; Despesas (Exceto Intraorçamentárias); 37.23%; 91249254.86; 67857139.15; 23392115.71; Saúde; 10.68%; 22174821.11; 15467388.68; 6707432.43; Educação; 08.26%; 23478464.36; 28668234.69; -5189770.33; Saneamento; 07.16%; 5175545.14; 676672.23; 4498872.91; Urbanismo; 05.83%; 8442975.51; 4777473.33; 3665502.18;  1.54
Prefeitura Municipal de Louveira - SP;  3527306;  SP;  42796; Despesas (Exceto Intraorçamentárias); 48.44%; 268933212.82; 68051951.15; 200881261.67; Educação; 11.34%; 75736684.72; 28715962.83; 47020721.89; Saúde; 11.28%; 62410283.45; 15656390.39; 46753893.06; Urbanismo; 08.61%; 40473354.97; 4788931.27; 35684423.70; Despesas (Intraorçamentárias); 03.07%; 13533886.54; 807062.23; 12726824.31;  2.50
Prefeitura Municipal de Osório - RS;  4313508;  RS;  43586; Despesas (Exceto Intraorçamentárias); 47.48%; 165202573.93; 70984337.94; 94218235.99; Administração; 20.25%; 47252758.61; 7063067.57; 40189691.04; Previdência Social; 15.03%; 32521685.79; 2690976.84; 29830708.95; Urbanismo; 05.56%; 16303316.05; 5262797.78; 11040518.27; Saúde; 02.01%; 21161923.71; 17172575.73; 3989347.98;  2.32
Prefeitura Municipal de Espírito Santo do Pinhal - SP;  3515186;  SP;  43756; Despesas (Exceto Intraorçamentárias); 28.02%; 85544862.82; 71193438.46; 14351424.36; Saúde; 16.13%; 25396820.52; 17133304.69; 8263515.83; Educação; 13.92%; 21262957.94; 28390997.39; -7128039.45; Urbanismo; 06.16%; 8347044.15; 5189884.82; 3157159.33; Indústria; 05.07%; 2621212.00; 23318.42; 2597893.58;  1.69
Prefeitura Municipal de Pederneiras - SP;  3536703;  SP;  44498; Despesas (Exceto Intraorçamentárias); 44.19%; 111947892.80; 72728967.11; 39218925.69; Saúde; 10.92%; 27259090.47; 17567458.73; 9691631.74; Educação; 07.83%; 36063862.96; 29116727.62; 6947135.34; Habitação; 06.52%; 5878210.88; 89171.86; 5789039.02; Urbanismo; 06.20%; 10517142.98; 5015855.91; 5501287.07;  1.93
Prefeitura Municipal de Laranjal do Jari - AP;  1600279;  AP;  44777; Despesas (Exceto Intraorçamentárias); 26.45%; 61512782.20; 72407701.77; -10894919.57; Saúde; 21.41%; 8925377.15; 17744505.06; -8819127.91; Administração; 13.93%; 13771608.30; 8033436.11; 5738172.19; Urbanismo; 08.08%; 1745036.42; 5071355.03; -3326318.61; Habitação; 07.09%; 3039924.98; 120098.68; 2919826.30;  1.84
Prefeitura Municipal de Seabra - BA;  2929909;  BA;  44999; Despesas (Exceto Intraorçamentárias); 39.83%; 59759937.17; 73492499.24; -13732562.07; Saúde; 14.53%; 12979017.70; 17989217.73; -5010200.03; Urbanismo; 11.44%; 1233014.78; 5177344.49; -3944329.71; Previdência Social; 06.43%; 0; 2215505.22; -2215505.22; Comércio e Serviços; 04.83%; 1925299.11; 258568.16; 1666730.95;  1.78
Prefeitura Municipal de Mairinque - SP;  3528403;  SP;  45729; Despesas (Exceto Intraorçamentárias); 42.91%; 115004456.14; 75738439.45; 39266016.69; Educação; 26.28%; 52741121.30; 28692475.01; 24048646.29; Encargos Especiais; 08.53%; 9091023.47; 1280894.30; 7810129.17; Administração; 06.93%; 15552286.77; 9207225.49; 6345061.28; Urbanismo; 03.07%; 8672460.41; 5858929.17; 2813531.24;  1.58
Prefeitura Municipal de Tramandaí - RS;  4321600;  RS;  45744; Despesas (Exceto Intraorçamentárias); 48.56%; 147347062.38; 75738439.45; 71608622.93; Educação; 08.38%; 41055659.56; 28692475.01; 12363184.55; Saúde; 08.05%; 31064470.58; 19197585.01; 11866885.57; Urbanismo; 07.13%; 16374929.28; 5858929.17; 10516000.11; Transporte; 06.28%; 10599100.06; 1344465.37; 9254634.69;  1.65
Prefeitura Municipal de Cabreúva - SP;  3508405;  SP;  45830; Despesas (Exceto Intraorçamentárias); 47.28%; 137256215.03; 75738439.45; 61517775.58; Educação; 12.68%; 45184746.81; 28692475.01; 16492271.80; Encargos Especiais; 11.77%; 16588606.84; 1280894.30; 15307712.54; Saúde; 09.24%; 31217702.39; 19197585.01; 12020117.38; Urbanismo; 06.19%; 13909145.07; 5858929.17; 8050215.90;  1.73
Prefeitura Municipal de Santa Cruz do Rio Pardo - SP;  3546405;  SP;  46366; Despesas (Exceto Intraorçamentárias); 43.36%; 108064901.39; 74542230.15; 33522671.24; Saúde; 26.10%; 39621147.40; 19444949.68; 20176197.72; Administração; 03.97%; 12632957.04; 9563088.26; 3069868.78; Habitação; 03.37%; 2701671.29; 93044.86; 2608626.43; Urbanismo; 03.18%; 8814705.50; 6352775.62; 2461929.88;  1.67
Prefeitura Municipal de Capão da Canoa - RS;  4304630;  RS;  46467; Despesas (Exceto Intraorçamentárias); 41.41%; 110518459.75; 73192791.56; 37325668.19; Administração; 14.92%; 22661900.24; 9215893.92; 13446006.32; Educação; 13.28%; 38225548.98; 26254865.31; 11970683.67; Despesas (Intraorçamentárias); 06.56%; 6727919.40; 810239.99; 5917679.41; Gestão Ambiental; 03.85%; 3612513.35; 138246.22; 3474267.13;  1.85
Prefeitura Municipal de São Gonçalo do Amarante - CE;  2312403;  CE;  46783; Despesas (Exceto Intraorçamentárias); 47.69%; 161416681.96; 73192791.56; 88223890.40; Educação; 15.76%; 55409905.23; 26254865.31; 29155039.92; Saúde; 08.85%; 35342450.25; 18963155.94; 16379294.31; Administração; 08.43%; 24817163.52; 9215893.92; 15601269.60; Gestão Ambiental; 03.65%; 6887626.79; 138246.22; 6749380.57;  1.66
Prefeitura Municipal de Lapa - PR;  4113205;  PR;  47294; Despesas (Exceto Intraorçamentárias); 25.49%; 86586814.18; 75671654.01; 10915160.17; Administração; 14.15%; 15758441.99; 9697974.15; 6060467.84; Encargos Especiais; 10.24%; 5473049.13; 1089788.03; 4383261.10; Saúde; 07.62%; 22886600.64; 19621656.17; 3264944.47; Educação; 07.28%; 22939401.40; 26055923.19; -3116521.79;  1.53
Prefeitura Municipal de São Francisco do Sul - SC;  4216206;  SC;  47547; Despesas (Exceto Intraorçamentárias); 47.16%; 208187241.91; 75216566.66; 132970675.25; Administração; 15.06%; 51335912.91; 8880270.15; 42455642.76; Saúde; 09.39%; 46086164.13; 19610678.02; 26475486.11; Educação; 07.68%; 47543777.12; 25896078.53; 21647698.59; Gestão Ambiental; 05.07%; 14507442.40; 222142.94; 14285299.46;  2.49
Prefeitura Municipal de Santana do Ipanema - AL;  2708006;  AL;  47593; Saúde; 45.48%; 56434451.29; 19907704.18; 36526747.11; Despesas (Exceto Intraorçamentárias); 35.90%; 105634200.79; 76804054.71; 28830146.08; Previdência Social; 04.76%; 0; 3824519.86; -3824519.86; Administração; 03.63%; 6868579.71; 9780622.91; -2912043.20; Despesas (Intraorçamentárias); 01.74%; 0; 1394842.82; -1394842.82;  1.58
Prefeitura Municipal de Brejo Santo - CE;  2302503;  CE;  47645; Despesas (Exceto Intraorçamentárias); 35.76%; 93312725.71; 76804054.71; 16508671.00; Educação; 13.35%; 32252269.98; 26091181.03; 6161088.95; Saúde; 13.31%; 26051854.57; 19907704.18; 6144150.39; Previdência Social; 08.25%; 15204.00; 3824519.86; -3809315.86; Trabalho; 05.66%; 2694696.82; 80340.87; 2614355.95;  1.59
Prefeitura Municipal de Coelho Neto - MA;  2103406;  MA;  48078; Despesas (Exceto Intraorçamentárias); 49.11%; 176474918.28; 76376601.64; 100098316.64; Educação; 26.62%; 81140388.40; 26871767.72; 54268620.68; Saúde; 09.25%; 38814824.18; 19952204.87; 18862619.31; Administração; 04.85%; 19654479.42; 9767802.30; 9886677.12; Urbanismo; 01.87%; 10252092.80; 6433910.59; 3818182.21;  1.66
Prefeitura Municipal de Itabirito - MG;  3131901;  MG;  49203; Despesas (Exceto Intraorçamentárias); 48.55%; 227211669.03; 74120522.36; 153091146.67; Urbanismo; 09.48%; 35790960.30; 5913434.96; 29877525.34; Saúde; 09.37%; 47817830.08; 18267378.40; 29550451.68; Administração; 07.55%; 32611967.38; 8817588.23; 23794379.15; Educação; 07.45%; 51519469.85; 28020739.09; 23498730.76;  2.16
Prefeitura Municipal de Eusébio - CE;  2304285;  CE;  50308; Despesas (Exceto Intraorçamentárias); 46.25%; 174610199.05; 76727001.65; 97883197.40; Administração; 18.33%; 47825051.92; 9035576.75; 38789475.17; Saúde; 11.48%; 42497152.18; 18206025.29; 24291126.89; Educação; 08.91%; 48188730.42; 29337857.46; 18850872.96; Saneamento; 04.57%; 10571581.47; 904808.86; 9666772.61;  1.87
Prefeitura Municipal de Marechal Deodoro - AL;  2704708;  AL;  50512; Despesas (Exceto Intraorçamentárias); 48.14%; 168254376.67; 76292241.85; 91962134.82; Administração; 11.17%; 30371243.17; 9024590.98; 21346652.19; Encargos Especiais; 09.42%; 19147210.61; 1156825.24; 17990385.37; Urbanismo; 08.49%; 22449286.89; 6229974.09; 16219312.80; Saúde; 06.20%; 29910913.59; 18068375.90; 11842537.69;  1.65
Prefeitura Municipal de Campos do Jordão - SP;  3509700;  SP;  50541; Despesas (Exceto Intraorçamentárias); 45.58%; 156747639.21; 76292241.85; 80455397.36; Educação; 21.45%; 67180274.44; 29323385.76; 37856888.68; Urbanismo; 08.09%; 20509623.61; 6229974.09; 14279649.52; Administração; 07.29%; 21894413.13; 9024590.98; 12869822.15; Saúde; 07.14%; 30668067.19; 18068375.90; 12599691.29;  1.52
