##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"02 - Judiciária";"03 - Essencial à Justiça";"04 - Administração";"05 - Defesa Nacional";"06 - Segurança Pública";"07 - Relações Exteriores";"08 - Assistência Social";"09 - Previdência Social";"10 - Saúde";"11 - Trabalho";"12 - Educação";"13 - Cultura";"14 - Direitos da Cidadania";"15 - Urbanismo";"16 - Habitação";"17 - Saneamento";"18 - Gestão Ambiental";"19 - Ciência e Tecnologia";"20 - Agricultura";"21 - Organização Agrária";"22 - Indústria";"23 - Comércio e Serviços";"24 - Comunicações";"25 - Energia";"26 - Transporte";"27 - Desporto e Lazer";"28 - Encargos Especiais";"Despesas (Intraorçamentárias)";lof_absoluto_com_pop;lof_absoluto_sem_pop;lof_absoluto_suav;lof_absoluto_suav_norm;lof_relativo;lof_relativo_norm
Prefeitura Municipal de Foz do Jordão - PR;4108452;PR;5277;0;124123.05;0;2408802.05;0;23034.00;0;1333635.15;0;3354304.38;0;3352685.33;228174.76;0;1983063.94;111485.14;0;336596.79;0;445273.07;29923.30;248988.40;22579.51;0;0;0;188249.91;154088.61;528893.15;1.13;1.13;1.24;1.95;1.16;1.71
Prefeitura Municipal de São José do Hortêncio - RS;4318481;RS;4419;158903.66;0;0;2852824.41;0;47480.00;0;489313.00;143609.41;3386395.62;0;2646469.01;219817.23;0;387948.51;0;161874.19;20096.32;0;513283.31;0;0;0;0;2400.00;890341.82;112652.56;259969.29;319339.85;1.03;1.03;1.01;1.02;1.08;1.21
Prefeitura Municipal de Luiziana - PR;4113734;PR;7479;0;0;0;2843862.14;53064.22;0;0;1002343.23;0;4471361.65;0;5984608.16;0;0;1482531.84;0;0;425085.19;0;582066.92;0;15798.00;0;0;347863.58;2802031.40;660909.35;225142.17;0;1.14;1.14;1.20;1.26;1.11;1.69
Prefeitura Municipal de Pirajuí - SP;3538907;SP;24325;1850508.99;0;303885.74;6530114.35;0;58548.96;0;2321963.18;1484908.51;11063650.09;0;13940989.48;450126.41;0;4643898.16;0;2661827.17;418398.37;0;301459.79;0;0;0;228316.17;0;590913.38;793003.51;1783073.84;0;1.11;1.11;1.17;1.09;1.09;1.47
Prefeitura Municipal de Jaicós - PI;2205201;PI;18585;889829.63;28833.33;0;4016060.61;0;0;0;1252750.39;1263955.00;7588257.70;161290.24;10519611.65;68929.00;89417.17;497783.29;0;1100465.72;1635.07;0;258027.13;0;0;47209.89;51006.12;253527.40;35412.02;16917.71;0;0;1.09;1.09;1.18;1.19;1.03;1.20
Prefeitura Municipal de Dores do Indaiá - MG;3123205;MG;14014;901365.22;312146.90;0;2259046.83;0;0;0;611028.16;643570.45;5509643.60;0;6404098.58;347613.57;0;1558872.78;0;2152.70;93372.25;0;160098.86;0;0;163924.94;14430.00;409277.77;811790.17;229158.93;482662.33;3073004.70;1.01;1.01;1.03;1.03;0.97;1.13
Prefeitura Municipal de Angelândia - MG;3102852;MG;8416;685510.09;123620.30;0;1943847.61;12660.04;0;0;673843.65;416161.10;4637655.02;0;5677064.41;445528.09;0;862298.10;560.00;16355.60;132698.55;0;84003.34;0;0;0;0;0;165144.14;22765.93;373875.87;0;1.02;1.02;1.12;1.01;1.02;1.25
Prefeitura Municipal de Rosário do Ivaí - PR;4122651;PR;5437;0;0;0;2672728.19;0;0;0;636104.18;0;3796543.43;0;4478011.89;19270.38;0;835312.27;0;0;0;0;109591.37;0;0;0;0;0;1385443.17;0;0;0;1.07;1.07;1.10;1.07;1.08;1.30
Prefeitura Municipal de Nova Europa - SP;3532900;SP;10276;936237.44;0;0;4048169.09;0;0;0;1039065.88;0;7660267.72;0;9009341.01;174369.64;0;1526536.38;14900.00;1076615.65;99655.03;0;128966.52;0;0;0;0;0;263655.73;397903.05;993631.97;0;1.04;1.04;1.00;1.03;1.06;1.13
Prefeitura Municipal de Getulina - SP;3517000;SP;11249;939933.64;0;0;3276501.56;0;4460.78;0;1233993.15;559345.27;5460505.81;0;6381204.55;444044.17;0;2071966.45;0;943733.49;94209.94;0;240499.39;0;0;0;0;0;1639674.70;173318.68;142116.73;0;1.06;1.06;0.99;0.99;1.08;1.12
Prefeitura Municipal de Embu-Guaçu - SP;3515103;SP;66792;4078108.80;0;783420.66;8173934.75;0;3070722.19;0;3159593.65;0;29780562.00;106193.93;44974937.06;736833.33;0;17347397.52;0;672027.52;247650.44;0;282720.81;0;0;476737.72;0;0;431857.33;1241778.28;583832.28;0;1.08;1.08;1.20;1.09;1.08;1.30
Prefeitura Municipal de Quixeré - CE;2311504;CE;21410;1534751.28;0;0;3227617.06;0;0;0;1584780.95;0;12027413.48;0;13672382.38;937467.22;0;5453740.26;0;520628.96;0;0;1541999.38;0;0;0;0;196539.07;0;36600.00;905904.01;0;1.09;1.09;1.04;1.08;1.06;1.13
Prefeitura Municipal de Cerejeiras - RO;1100056;RO;18013;1483270.24;0;0;7302021.20;0;0;0;1531127.70;0;10397251.59;0;8808301.58;131698.34;0;1897087.04;0;9290251.48;148820.00;0;351830.42;0;287678.29;0;0;0;1537888.46;80100.02;873461.78;0;2.02;2.02;1.09;1.09;1.69;1.78
Prefeitura Municipal de Turvânia - GO;5221502;GO;4877;695036.22;0;116505.12;2792173.21;0;7129.98;0;778414.00;0;3754536.46;0;2926530.87;0;0;785444.13;0;0;9.35;0;187420.95;0;0;684.20;0;0;924339.54;94628.75;0;0;1.04;1.04;1.21;1.20;1.08;1.47
Prefeitura Municipal de Campinas do Sul - RS;4303806;RS;5653;524996.83;0;0;2558909.32;0;7902.11;0;666368.00;0;4957038.48;0;3052949.46;254566.62;0;854595.51;69615.09;0;345907.98;0;807186.52;0;0;0;0;0;1219457.78;79246.79;0;0;1.16;1.16;1.07;1.06;1.15;1.29
Prefeitura Municipal de Santo Inácio do Piauí - PI;2209500;PI;3713;413172.41;0;10824.73;1557096.03;0;0;0;624942.75;0;2373932.57;0;2948083.69;151420.68;0;1129654.49;0;105917.56;0;0;130959.72;0;0;0;1026.00;25175.47;149540.28;178128.26;37515.73;0;0.97;0.97;1.06;1.10;1.02;1.11
Prefeitura Municipal de João Pinheiro - MG;3136306;MG;47870;3696481.60;0;0;6744331.57;0;0;0;2638976.26;5817736.40;25294661.04;0;17595174.18;845442.34;0;8558213.25;0;152717.10;60396.93;0;372091.37;0;0;13258.00;0;0;793820.54;264628.78;2671595.68;5105361.09;1.18;1.18;1.00;1.03;1.04;1.04
Prefeitura Municipal de Palmácia - CE;2310100;CE;12762;861376.93;0;0;2245709.34;0;0;0;985023.66;1011832.64;3727706.24;0;7655671.68;480713.56;0;2155711.79;0;0;20810.82;0;160108.94;0;0;98050.21;0;0;7250.00;9133.48;577689.61;0;1.03;1.03;1.02;1.02;1.03;1.04
Prefeitura Municipal de Jaú do Tocantins - TO;1711506;TO;3730;477191.11;0;0;1404785.81;0;4800.00;0;710872.45;0;2392159.15;0;3607884.64;4736.27;0;153093.96;0;110865.49;44295.83;0;306993.68;0;0;10995.69;3000.00;78663.98;522784.07;97575.32;132989.17;0;1.02;1.02;1.02;1.01;1.11;1.22
Prefeitura Municipal de Chaval - CE;2303907;CE;12888;0;0;0;2011873.13;0;0;0;1129780.69;0;5756829.12;0;10243961.03;62959.99;0;1407193.97;0;0;27106.93;0;203861.00;0;0;16400.00;0;0;255539.73;367000.27;545344.65;0;1.01;1.01;1.00;1.01;1.01;1.11
Prefeitura Municipal de Palmeirais - PI;2207504;PI;14151;728694.22;0;0;2703976.41;0;0;0;974092.52;0;5547568.85;0;12219897.81;365416.61;0;1021857.46;1724.00;1063701.25;185727.34;0;209148.14;0;0;0;46141.40;318181.11;56003.00;151395.12;250293.95;0;1.03;1.03;1.04;1.03;1.00;1.17
Prefeitura Municipal de Getúlio Vargas - RS;4308904;RS;16647;535931.23;168484.48;0;4152704.63;0;0;0;1221643.23;1940288.13;7363617.41;0;9348505.26;484700.92;0;1248617.44;3640.81;17131.89;289282.90;0;459174.37;0;35311.42;605270.96;0;395648.66;2888518.25;204412.71;1399120.97;2501755.04;1.12;1.12;1.07;1.07;1.11;1.23
Prefeitura Municipal de Porto Xavier - RS;4315107;RS;10779;906906.32;105351.92;0;2418569.29;0;13408.71;0;919991.88;1531998.28;5217213.25;0;5554690.38;122030.88;22279.69;155297.73;35412.25;829772.84;52514.10;73338.76;916431.08;0;0;55355.33;0;233530.49;818802.37;73382.81;892554.74;1574123.24;1.16;1.16;1.17;1.16;1.17;1.62
Prefeitura Municipal de São Tomás de Aquino - MG;3165107;MG;7248;552634.76;0;0;2114259.51;0;13478.70;0;373068.35;0;5844387.40;0;4315218.44;97050.15;0;707029.50;0;92666.10;118435.53;0;79240.97;0;98396.14;0;0;0;1068145.62;262551.57;235863.85;0;1.09;1.09;1.07;1.04;1.09;1.28
Prefeitura Municipal de São Gonçalo do Amarante - CE;2312403;CE;46783;4975914.63;0;0;24817163.52;0;0;0;5599153.17;2264416.25;35342450.25;0;55409905.23;3376542.78;0;11557227.20;0;5049259.18;6887626.79;333966.68;151342.00;0;0;1487823.23;0;358706.90;389.03;311956.70;3492838.42;4897794.45;1.12;1.12;1.26;1.14;1.12;1.63
Prefeitura Municipal de Holambra - SP;3519055;SP;13046;1380707.70;519502.61;0;4731854.22;0;1633257.26;0;1338411.33;1142194.76;10850181.92;0;17690210.37;951648.42;0;6203796.70;153373.25;1539512.75;865146.82;0;455976.07;0;0;969579.95;0;0;699284.15;847612.88;1325877.70;0;1.07;1.07;1.05;1.07;1.25;1.52
Prefeitura Municipal de Lagoa Grande do Maranhão - MA;2105963;MA;12822;0;0;0;1733358.29;0;0;0;523947.80;0;3538203.92;0;9852973.06;541399.24;0;2118382.63;0;225558.20;0;0;276832.22;0;0;0;1033224.33;0;0;0;445172.57;0;1.15;1.15;1.36;1.29;1.11;2.93
Prefeitura Municipal de Planalto Alegre - SC;4213153;SC;2782;522085.43;0;0;1589565.57;0;1269.89;0;471308.98;0;2789370.00;0;2273471.61;65225.98;0;532065.57;92302.06;4122.95;0;0;1135280.88;0;0;610995.89;0;0;2784095.20;414489.55;189696.44;0;1.13;1.13;1.05;1.04;1.23;1.66
Prefeitura Municipal de São Miguel do Oeste - SC;4217204;SC;38575;3159712.76;0;0;7905290.97;65318.18;1131603.52;0;4681789.71;0;20280469.34;0;21780768.75;1217034.16;194904.10;6600310.96;87280.19;65105.00;1745590.44;0;1599851.62;0;146999.98;0;94515.46;1014787.14;6329577.11;1445675.01;2891117.54;0;1.15;1.15;1.31;1.30;1.08;1.36
Prefeitura Municipal de Cajazeiras - PB;2503704;PB;61030;3054047.64;0;0;8839953.37;0;0;0;2793103.95;0;22224815.01;0;28310708.78;97200.00;45416.02;8703233.77;0;0;0;0;728387.23;0;0;142526.29;0;0;770379.22;191510.94;8930664.83;0;1.17;1.17;1.18;1.26;1.08;1.22
Prefeitura Municipal de Bayeux - PB;2501807;PB;95677;3852365.64;0;0;32267027.03;0;1057.50;0;3333975.78;10730305.96;24171335.93;2060.00;37535960.36;102960.00;168328.75;3128445.47;0;0;494023.36;0;0;0;0;0;0;0;0;1800.00;0;0;1.30;1.30;1.29;1.31;1.13;1.08
Prefeitura Municipal de Brasil Novo - PA;1501725;PA;15139;1155537.67;0;0;5564405.57;0;0;0;1540006.17;0;7511018.74;0;12092507.72;521114.68;0;3535494.76;0;0;457361.35;0;345770.75;0;0;0;0;0;0;0;0;0;1.01;1.01;1.08;1.09;1.03;1.17
Prefeitura Municipal de Jitaúna - BA;2918308;BA;13636;818128.56;0;0;6497211.79;0;682867.84;0;466212.03;0;3987999.71;0;10940172.91;174215.08;0;1605558.12;0;0;6849.71;0;0;0;0;512903.29;0;0;126439.93;76565.28;0;0;1.17;1.17;1.20;1.19;1.10;1.46
Prefeitura Municipal de Paraipaba - CE;2310258;CE;31705;1811695.85;0;0;3817723.12;0;0;0;2125766.46;561711.80;12427424.97;0;21250844.53;1248831.42;0;5149110.34;0;0;52400.70;0;664696.19;0;0;0;0;0;92721.46;290029.05;393322.77;0;1.03;1.03;0.98;1.01;0.97;0.98
Prefeitura Municipal de Ibema - PR;4109757;PR;6329;762032.05;0;0;1503332.05;45715.26;0;0;1073182.26;9412.00;3534551.32;0;4957470.81;33109.49;0;1276583.13;0;0;0;0;502578.94;0;0;0;0;0;1196529.12;143561.77;386572.76;0;1.05;1.05;1.10;1.06;1.12;1.67
Prefeitura Municipal de Três de Maio - RS;4321808;RS;24478;1216454.50;0;0;4544259.87;0;376851.46;0;1918693.02;3478797.62;10046878.59;0;11832119.47;535679.51;287220.93;5748695.79;66868.48;337009.12;139315.09;0;735612.36;0;638707.36;5593.06;0;0;1750886.16;106954.16;1043781.93;3548227.56;1.11;1.11;1.07;1.10;1.04;1.43
Prefeitura Municipal de Parnaíba - PI;2207702;PI;149348;7129959.82;0;0;15964170.78;0;0;0;7094811.97;29867375.82;67455864.69;627330.67;62486299.37;2783047.09;0;22095833.74;1477885.19;0;284950.08;0;3330289.44;0;0;1915114.82;1078111.51;0;2616257.76;423925.97;4706251.02;0;1.18;1.18;1.24;1.24;1.05;1.25
Prefeitura Municipal de Massapê - CE;2308005;CE;37214;1650319.40;383882.96;0;7582981.91;0;0;0;2150042.68;0;10305952.51;0;24188123.59;1333781.62;0;4129425.23;0;26009.25;558.45;0;310581.22;0;0;0;0;0;0;232303.80;0;0;1.01;1.01;1.11;1.14;0.98;1.05
Prefeitura Municipal de São José de Princesa - PB;2514552;PB;4015;461051.96;42837.00;0;1289591.95;0;0;0;1142917.10;0;2086798.94;0;2189487.84;244108.44;0;783990.77;0;0;0;0;108578.00;0;0;0;0;0;79294.00;0;160112.91;0;1.04;1.04;1.17;1.14;1.32;1.42
Prefeitura Municipal de Itapetininga - SP;3522307;SP;155436;6335665.01;0;0;30160613.76;0;1746644.40;0;8396284.36;22619704.93;99039279.52;14653.75;89412084.26;2343657.14;0;21410549.60;3518.97;2415275.93;86778.94;0;0;0;0;131400.08;0;0;514429.32;3106246.13;10297431.95;11954817.30;1.18;1.18;1.17;1.13;1.05;1.07
Prefeitura Municipal de Altinópolis - SP;3501004;SP;16159;0;6361.28;361923.48;3504945.93;0;0;0;1496225.29;0;16226063.65;0;16346362.48;340198.55;0;5179720.98;7088258.76;3810318.24;55457.11;0;1025947.70;0;0;11105.26;0;0;615900.05;290952.88;517747.49;0;1.66;1.66;1.28;1.21;1.83;2.22
Prefeitura Municipal de Manaquiri - AM;1302553;AM;27480;1022127.45;0;0;5051527.34;0;0;0;1194381.06;68929.52;7647282.31;0;17402057.63;615881.00;0;2465283.09;0;98505.47;122248.14;0;298642.26;0;130957.68;0;0;0;964039.40;101935.75;1157422.73;1519.33;1.00;1.00;1.06;1.05;0.99;0.97
Prefeitura Municipal de Garruchos - RS;4308656;RS;3239;811647.04;0;0;3251021.31;0;0;0;537522.27;393080.14;3209788.47;0;2716226.00;52278.64;0;3765.80;0;80330.29;0;0;154385.61;0;0;0;0;39537.85;229527.43;6745.65;999709.18;1019937.54;1.10;1.10;1.08;1.15;1.17;1.50
Prefeitura Municipal de Macieira - SC;4210050;SC;1823;535058.15;0;0;1378327.58;0;13746.97;0;253264.94;202800.58;2694920.41;0;2583862.83;5170.00;0;193799.23;0;0;0;0;1173443.86;0;0;0;0;0;1899230.13;240685.12;329362.48;451970.68;1.02;1.02;1.02;1.06;1.24;1.30
Prefeitura Municipal de Rio Quente - GO;5218789;GO;3828;1202211.33;0;0;4673894.71;0;16182.54;0;1488994.21;831394.89;4323170.90;209332.41;4491433.78;0;0;2327543.60;0;1257104.15;654330.94;0;42224.86;0;0;879263.24;0;166756.06;20470.89;133306.71;0;0;1.41;1.41;1.20;1.19;1.27;2.25
Prefeitura Municipal de Pindorama do Tocantins - TO;1717008;TO;4562;421072.01;0;0;1367433.58;0;0;0;844386.13;179570.61;2548691.14;65740.11;2760480.65;231515.15;0;382860.81;0;0;252693.72;0;587679.71;0;0;56360.42;0;0;215768.18;58239.38;0;0;1.01;1.01;1.07;1.09;1.17;1.28
Prefeitura Municipal de Barrinha - SP;3505609;SP;30873;2009944.75;0;0;5375541.32;0;0;0;1906950.40;0;12537926.55;0;27877472.02;168086.10;0;5205713.18;0;1759832.02;0;0;20996.00;0;0;0;0;0;0;288725.92;2523060.79;0;1.03;1.03;1.04;1.06;1.03;1.15
Prefeitura Municipal de Marechal Floriano - ES;3203346;ES;15910;1703561.01;217025.97;0;8448829.78;0;30.00;0;1667395.61;0;9366000.72;0;11742185.81;164759.75;0;2092850.05;0;67706.12;214651.71;0;844525.41;0;0;2194242.53;0;426561.99;76185.52;1096980.86;0;0;1.17;1.17;1.11;1.10;1.09;1.50
Prefeitura Municipal de Bom Jesus do Sul - PR;4103156;PR;3800;305568.98;0;0;2390693.57;0;0;0;1227737.98;0;2962985.68;0;2773517.07;25992.49;0;704871.43;0;199059.27;5527.58;0;674400.46;0;449633.43;0;0;0;1960027.16;114557.83;0;0;1.08;1.08;1.12;1.11;1.12;1.59
Prefeitura Municipal de Joinville - SC;4209102;SC;554601;31468628.75;0;0;79893452.96;0;27602107.90;0;23356768.30;85827570.85;462832305.27;540154.75;325731370.55;15270939.48;16383.19;94564636.93;4945323.89;1831910.54;13278462.04;0;4126339.13;0;0;3167902.23;9797348.89;0;0;9715560.15;79897535.54;0;1.87;1.87;1.21;1.17;1.18;1.66
Prefeitura Municipal de Santo Antônio do Jardim - SP;3548104;SP;6065;684797.03;0;0;2330886.16;0;0;0;860348.32;0;3881855.57;0;4807963.69;1237295.63;0;1440676.50;0;0;132172.06;0;92688.78;0;0;0;0;0;1168240.45;545175.27;0;0;1.19;1.19;1.00;1.02;1.21;1.57
Prefeitura Municipal de Laguna - SC;4209409;SC;44316;3576385.57;2326.91;0;21370068.40;0;482317.15;0;2207522.95;0;27014052.75;0;15566960.21;2448847.33;0;9134470.56;2338.50;156030.00;638298.33;0;35038.08;0;0;420239.00;2400.00;0;11546.43;122919.55;3399523.46;0;1.41;1.41;1.05;1.10;1.18;1.32
Prefeitura Municipal de Água Doce do Maranhão - MA;2100154;MA;12146;0;155757.85;0;2783048.26;0;28583.60;0;370842.15;0;5500300.55;0;9819744.14;147830.00;0;1061405.87;0;285100.00;0;0;68874.72;0;0;400.00;12000.00;481170.36;1908371.88;68030.00;0;0;1.09;1.09;1.17;1.15;1.19;1.24
Prefeitura Municipal de Pato Branco - PR;4118501;PR;78136;0;72903.72;0;18979697.52;0;223053.60;0;5115063.22;0;82452283.04;675220.70;43703484.97;606618.24;159115.96;17256983.49;35416.17;4944938.90;2310039.52;454813.63;262373.57;0;630912.77;1156929.28;0;3536163.24;2651183.54;1380546.40;4691834.92;0;1.28;1.28;1.33;1.13;1.26;1.60
Prefeitura Municipal de Areado - MG;3104304;MG;14624;621310.22;0;0;2617719.89;0;85230.58;0;511245.20;618441.26;6961770.40;0;7704832.36;108152.83;0;944104.79;70.83;55298.91;16988.96;0;366248.56;0;0;423479.47;16637.12;0;656293.98;126717.02;354804.92;0;1.05;1.05;1.00;1.01;1.01;1.15
Prefeitura Municipal de Itambé - PE;2607653;PE;36256;1715010.43;0;0;10457562.11;15174.76;7938.00;0;1723692.10;3921272.34;12343287.20;0;19774746.24;562773.60;16820.25;1726351.63;0;58050.00;0;0;0;0;0;0;0;0;0;19386.80;964619.04;0;1.11;1.11;1.44;1.49;1.03;1.01
Prefeitura Municipal de Perolândia - GO;5216452;GO;3090;992367.42;0;0;2007165.36;0;24080.63;0;2291376.41;0;3799381.85;298379.91;4150527.52;32544.99;0;2074393.37;25440.00;0;54922.58;0;204581.74;0;64436.34;0;0;0;857526.09;198898.09;55777.99;0;1.35;1.35;1.11;1.13;1.30;1.98
Prefeitura Municipal de Godofredo Viana - MA;2104305;MA;11262;0;0;0;4540359.48;0;0;0;382278.59;0;4619805.38;9230.00;10145116.26;1067243.74;0;4974222.85;0;677376.90;93145.33;0;37240.00;0;0;0;0;76250.00;1278932.77;115661.14;0;0;1.35;1.35;1.05;1.07;1.40;1.57
Prefeitura Municipal de Itambé - PR;4111100;PR;6183;534993.36;0;0;3426955.66;50100.93;0;0;327167.88;0;4453640.23;997482.00;3391088.68;252192.80;54337.84;1571995.25;0;0;0;0;154875.32;0;0;0;0;0;0;104158.30;0;0;1.26;1.26;1.44;1.44;1.24;2.24
Prefeitura Municipal de São José da Lapa - MG;3162955;MG;21905;2043778.13;0;555869.37;4228293.86;0;0;0;943805.49;691571.35;13438054.70;0;14765625.15;702469.73;0;13457495.99;0;0;813242.16;0;0;0;0;0;0;0;0;0;32465.03;0;1.44;1.44;1.34;1.30;1.22;1.69
Prefeitura Municipal de Palmas - PR;4117602;PR;46996;0;0;372721.14;6483729.39;0;207737.91;0;4025915.28;0;15805429.24;0;22843374.14;189932.40;0;11526847.27;0;0;600770.93;0;1053677.64;0;545447.22;0;0;0;393400.16;334903.95;4604017.19;0;1.19;1.19;1.19;1.19;1.13;1.32
Prefeitura Municipal de Branquinha - AL;2701100;AL;10783;743416.83;0;38124.00;3324390.99;0;0;0;855456.56;991594.52;5080062.54;0;10415080.57;533727.86;0;1698631.88;0;316068.80;86012.62;0;207102.40;0;0;0;0;0;104613.46;183741.37;318963.59;0;1.00;1.00;1.05;1.15;1.05;1.14
Prefeitura Municipal de Serra Talhada - PE;2613909;PE;83712;4506268.85;0;0;14495533.45;0;1684360.97;0;4461485.43;11255548.63;29501016.83;153641.91;38723295.82;2397217.13;63595.52;8961683.03;77657.91;0;264611.57;0;2533911.69;0;0;861893.60;0;0;902285.15;1180977.70;3708223.15;0;1.05;1.05;1.07;1.09;1.01;1.07
Prefeitura Municipal de Nicolau Vergueiro - RS;4312674;RS;1760;381049.18;0;0;2046856.41;0;6000.00;0;454605.21;70649.33;2312121.21;10553.89;1895638.15;69812.67;0;92738.88;0;518066.41;26308.58;52875.00;737522.77;0;9403.27;0;13685.51;103657.92;2059351.18;23423.78;552624.66;0;1.05;1.05;1.15;1.28;1.24;2.35
Prefeitura Municipal de Vila Maria - RS;4323408;RS;4385;327908.34;0;0;3488032.76;0;61842.16;0;514176.32;402226.23;4820923.21;2400.00;4687428.64;109961.84;0;797620.99;9740.05;123868.83;159445.37;0;1285695.01;0;180649.15;125328.80;25302.64;93190.12;736672.41;399577.24;508567.19;0;1.09;1.09;1.03;1.04;1.08;1.32
Prefeitura Municipal de Virgolândia - MG;3171907;MG;5691;616665.41;32898.21;0;3062124.04;607.30;7405.53;0;596033.26;310158.51;3646093.82;215285.02;3010731.67;350339.26;0;405514.37;23325.00;103841.15;0;0;52111.35;0;0;3600.00;800.00;159776.24;863615.64;40620.02;0;0;1.04;1.04;1.11;1.13;1.06;1.39
Prefeitura Municipal de Muzambinho - MG;3144102;MG;21012;921103.19;0;0;4825061.85;0;0;0;873483.25;2107442.39;7635696.78;0;8049447.52;760634.39;106526.99;1059887.35;0;369696.02;20608.35;0;364622.57;0;86608.95;192844.90;19157.43;0;1067633.15;384665.75;173979.75;2311630.67;1.08;1.08;1.18;1.17;1.01;1.05
Prefeitura Municipal de Itajá - GO;5210802;GO;5005;816435.97;0;47107.49;2670346.33;0;241024.71;0;729553.51;1490548.57;3947341.17;0;4418621.45;101118.72;0;0;530797.62;0;1470.00;0;0;0;0;19800.00;0;332320.84;984337.13;20910.26;891123.47;562486.06;1.26;1.26;1.40;1.37;1.25;1.81
Prefeitura Municipal de Jaguarão - RS;4311007;RS;28393;1761852.22;0;0;5275071.58;0;0;0;1737764.48;2081315.34;8631656.23;36476.59;16224178.33;3387129.29;588335.49;4018488.78;37725.95;255740.52;1404932.09;0;1315326.80;0;0;375257.88;0;0;485864.25;341814.57;0;0;1.21;1.21;1.22;1.20;1.18;1.77
Prefeitura Municipal de Orlândia - SP;3534302;SP;42354;1028203.46;0;0;10516255.15;0;1422834.87;0;4230924.71;4999528.63;24225414.22;0;42322002.18;809693.93;0;11379496.63;0;7173855.72;143680.30;0;29500.95;0;125014.51;53180.71;0;0;0;1254577.90;1653919.78;3752927.61;1.05;1.05;1.11;1.09;1.20;1.28
Prefeitura Municipal de Medicilândia - PA;1504455;PA;29444;1373595.56;0;0;4739539.48;0;0;0;1599306.76;0;8870359.61;0;19933251.50;82188.80;0;2902832.99;0;178000.38;138502.63;0;301480.87;0;0;0;0;0;4029449.22;0;0;0;1.12;1.12;1.13;1.10;1.14;1.05
Prefeitura Municipal de Santa Cruz de Salinas - MG;3157377;MG;4408;586201.92;119077.12;0;1579613.72;18459.93;0;0;428774.06;0;2758965.95;0;3605439.52;245349.40;0;988249.13;0;87751.93;0;0;117863.46;0;0;0;0;0;251084.79;25869.70;578442.25;0;0.99;0.99;1.18;1.04;1.02;1.41
Prefeitura Municipal de São Roberto - MA;2111672;MA;6432;0;0;0;2813157.48;0;0;0;517895.59;0;3985088.97;0;6767624.69;412888.86;0;222863.65;0;8198.90;0;0;105604.00;0;0;0;0;15543.26;3090073.44;0;107984.96;0;1.25;1.25;1.06;1.09;1.29;1.51
Prefeitura Municipal de Padre Bernardo - GO;5215603;GO;30599;1784216.27;232128.14;0;6025295.64;0;87169.86;0;1490867.22;175514.07;11525135.29;0;23769003.25;7537.58;0;3466197.24;0;0;143072.07;0;457978.67;0;214627.97;302817.91;16625.00;601248.88;299641.88;774940.66;778865.14;0;1.00;1.00;1.14;1.15;0.97;1.14
Prefeitura Municipal de Perdizes - MG;3149804;MG;15484;2110463.55;0;0;6779445.82;0;0;0;2567377.11;2105702.96;10259930.32;8558.82;10408617.95;371495.60;0;3084623.03;169682.31;1403424.47;344297.80;0;1574502.16;0;55372.61;7000.00;0;0;1800221.53;635986.29;1117418.79;153683.79;1.11;1.11;1.05;1.05;1.06;1.15
Prefeitura Municipal de Santa Maria Madalena - RJ;3304607;RJ;10253;0;0;0;11497131.69;0;56149.35;0;1361303.98;3425626.15;10955197.40;871790.57;12405810.93;222926.23;0;1298501.40;0;0;328.67;0;371143.84;0;0;1472991.56;47352.70;0;1105895.96;35717.41;0;0;1.15;1.15;1.27;1.29;1.24;2.06
Prefeitura Municipal de Rio das Antas - SC;4214409;SC;6245;671677.95;0;0;1547488.36;0;246319.53;0;1623768.49;892940.63;3725982.98;0;5772267.68;80690.12;0;732350.88;99419.00;221689.76;0;0;820186.03;0;89309.20;0;2301.74;0;3271190.38;270787.24;661264.42;718734.33;1.30;1.30;1.09;1.06;1.30;1.28
Prefeitura Municipal de Itaiópolis - SC;4208104;SC;21139;1042342.10;0;0;2597462.34;0;76528.91;0;578710.48;2337149.00;12574529.38;0;12941983.02;195877.23;0;1516702.36;7990.00;0;752206.43;0;1060126.25;0;167.68;34944.58;0;403855.75;3252233.82;340006.56;346424.75;2574685.51;1.19;1.19;1.04;1.08;1.17;1.23
Prefeitura Municipal de Trizidela do Vale - MA;2112233;MA;20747;809185.15;0;0;5532167.64;0;0;0;551718.38;155924.32;7346343.90;0;14982964.83;671400.08;0;2731735.40;0;664007.77;13480.26;0;790.00;0;0;0;0;0;140000.00;11970.00;291159.30;0;0.99;0.99;0.99;1.03;0.98;0.99
Prefeitura Municipal de Quixaba - PE;2611533;PE;6835;685636.24;0;0;2082035.08;0;0;0;605586.63;1104917.13;3515807.61;0;7303091.16;547747.30;0;1037240.10;0;0;0;0;345900.00;0;0;0;0;0;68144.89;30789.56;91933.26;463265.05;1.02;1.02;0.99;0.98;1.17;1.24
Prefeitura Municipal de Maribondo - AL;2704807;AL;13719;798481.16;0;0;2946390.72;0;0;0;915993.49;3493174.38;6099433.25;0;6660709.83;0;0;1724465.18;0;0;0;0;353580.38;0;0;0;0;0;0;0;334461.92;2348078.15;1.19;1.19;1.21;1.13;1.06;1.09
